"NUTS_ID";"CNTR_CODE";"NUTS_Level";"NUTS2_ID";"NUTS1_ID";"NUTS_Name";"C19deaths";"pop2020";"C19deaths_per100000";"annotation"
"AT111";"AT";3;"AT11";"AT1";"Mittelburgenland";63;37384;168,521292531564;
"AT112";"AT";3;"AT11";"AT1";"Nordburgenland";258;160064;161,185525789684;
"AT113";"AT";3;"AT11";"AT1";"Südburgenland";281;96988;289,726564111024;
"AT121";"AT";3;"AT12";"AT1";"Mostviertel-Eisenwurzen";724;247347;292,706198175033;
"AT122";"AT";3;"AT12";"AT1";"Niederösterreich-Süd";732;261156;280,292239121445;
"AT123";"AT";3;"AT12";"AT1";"Sankt Pölten";431;156363;275,640656677091;
"AT124";"AT";3;"AT12";"AT1";"Waldviertel";532;216681;245,522219299339;
"AT125";"AT";3;"AT12";"AT1";"Weinviertel";192;125210;153,342384793547;
"AT126";"AT";3;"AT12";"AT1";"Wiener Umland/Nordteil";516;332957;154,974966737447;
"AT127";"AT";3;"AT12";"AT1";"Wiener Umland/Südteil";797;344573;231,300769358017;
"AT130";"AT";3;"AT13";"AT1";"Wien";4002;1911191;209,398223411475;
"AT211";"AT";3;"AT21";"AT2";"Klagenfurt-Villach";766;288814;265,222600012465;
"AT212";"AT";3;"AT21";"AT2";"Oberkärnten";405;123824;327,07714174958;
"AT213";"AT";3;"AT21";"AT2";"Unterkärnten";459;148655;308,768625340554;
"AT221";"AT";3;"AT22";"AT2";"Graz";949;447142;212,236828569;
"AT222";"AT";3;"AT22";"AT2";"Liezen";215;79652;269,924170140109;
"AT223";"AT";3;"AT22";"AT2";"Östliche Obersteiermark";535;158397;337,758922201809;
"AT224";"AT";3;"AT22";"AT2";"Oststeiermark";837;266971;313,517198497215;
"AT225";"AT";3;"AT22";"AT2";"West- und Südsteiermark";537;194992;275,39591367851;
"AT226";"AT";3;"AT22";"AT2";"Westliche Obersteiermark";330;99241;332,523856067553;
"AT311";"AT";3;"AT31";"AT3";"Innviertel";712;289509;245,933632460476;
"AT312";"AT";3;"AT31";"AT3";"Linz-Wels";1196;595637;200,793436270749;
"AT313";"AT";3;"AT31";"AT3";"Mühlviertel";488;210133;232,233870929364;
"AT314";"AT";3;"AT31";"AT3";"Steyr-Kirchdorf";359;155844;230,358563691897;
"AT315";"AT";3;"AT31";"AT3";"Traunviertel";556;239156;232,484236230745;
"AT321";"AT";3;"AT32";"AT3";"Lungau";64;20251;316,033776109822;
"AT322";"AT";3;"AT32";"AT3";"Pinzgau-Pongau";369;168822;218,573408678964;
"AT323";"AT";3;"AT32";"AT3";"Salzburg und Umgebung";724;369337;196,026934750648;
"AT331";"AT";3;"AT33";"AT3";"Außerfern";25;32838;76,1313112857056;
"AT332";"AT";3;"AT33";"AT3";"Innsbruck";482;312414;154,282458532588;
"AT333";"AT";3;"AT33";"AT3";"Osttirol";132;48738;270,835898067216;
"AT334";"AT";3;"AT33";"AT3";"Tiroler Oberland";171;104860;163,074575624642;
"AT335";"AT";3;"AT33";"AT3";"Tiroler Unterland";532;258784;205,576851737356;
"AT341";"AT";3;"AT34";"AT3";"Bludenz-Bregenzer Wald";312;92362;337,801260258548;
"AT342";"AT";3;"AT34";"AT3";"Rheintal-Bodenseegebiet";326;304777;106,96345196652;
"BE1";"BE";1;;"BE1";"Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest";4187;1223364;342,253000742216;
"BE2";"BE";1;;"BE2";"Vlaams Gewest";16274;6639005;245,127093593091;
"BE3";"BE";1;;"BE3";"Région wallonne";11407;3660071;311,660620791236;
"BG311";"BG";3;"BG31";"BG3";"Vidin";599;82835;723,124283213617;
"BG312";"BG";3;"BG31";"BG3";"Montana";873;127001;687,396162234943;
"BG313";"BG";3;"BG31";"BG3";"Vratsa";1022;159470;640,872891452938;
"BG314";"BG";3;"BG31";"BG3";"Pleven";1191;236305;504,009648547428;
"BG315";"BG";3;"BG31";"BG3";"Lovech";560;122546;456,971259771841;
"BG321";"BG";3;"BG32";"BG3";"Veliko Tarnovo";1264;232568;543,496955729077;
"BG322";"BG";3;"BG32";"BG3";"Gabrovo";714;106598;669,806187733353;
"BG323";"BG";3;"BG32";"BG3";"Ruse";1290;215477;598,671783995508;
"BG324";"BG";3;"BG32";"BG3";"Razgrad";574;110789;518,101977633159;
"BG325";"BG";3;"BG32";"BG3";"Silistra";731;108018;676,739062008184;
"BG331";"BG";3;"BG33";"BG3";"Varna";2203;469885;468,838119965524;
"BG332";"BG";3;"BG33";"BG3";"Dobrich";801;171809;466,215390346257;
"BG333";"BG";3;"BG33";"BG3";"Shumen";985;172262;571,803415727206;
"BG334";"BG";3;"BG33";"BG3";"Targovishte";624;110914;562,598048938818;
"BG341";"BG";3;"BG34";"BG3";"Burgas";1838;409265;449,097772836671;
"BG342";"BG";3;"BG34";"BG3";"Sliven";694;184119;376,930137574069;
"BG343";"BG";3;"BG34";"BG3";"Yambol";550;117335;468,743341713896;
"BG344";"BG";3;"BG34";"BG3";"Stara Zagora";1854;313396;591,583810897395;
"BG411";"BG";3;"BG41";"BG4";"Sofia (stolitsa)";6413;1328790;482,619526034964;
"BG412";"BG";3;"BG41";"BG4";"Sofia";1208;226671;532,930988084051;
"BG413";"BG";3;"BG41";"BG4";"Blagoevgrad";1574;302694;519,99709277356;
"BG414";"BG";3;"BG41";"BG4";"Pernik";309;119190;259,249937075258;
"BG415";"BG";3;"BG41";"BG4";"Kyustendil";904;116915;773,211307360048;
"BG421";"BG";3;"BG42";"BG4";"Plovdiv";4059;666801;608,7273414407;
"BG422";"BG";3;"BG42";"BG4";"Haskovo";1089;225317;483,319057150592;
"BG423";"BG";3;"BG42";"BG4";"Pazardzhik";1122;252776;443,871253600025;
"BG424";"BG";3;"BG42";"BG4";"Smolyan";614;103532;593,053355484295;
"BG425";"BG";3;"BG42";"BG4";"Kardzhali";483;158204;305,302015119719;
"CH011";"CH";3;"CH01";"CH0";"Vaud";1178;805098;146,317591150394;
"CH012";"CH";3;"CH01";"CH0";"Valais";820;345525;237,320020259026;
"CH013";"CH";3;"CH01";"CH0";"Genève";889;504128;176,344103084931;
"CH021";"CH";3;"CH02";"CH0";"Bern";1534;1039474;147,574638711502;
"CH022";"CH";3;"CH02";"CH0";"Freiburg";535;321783;166,261113856232;
"CH023";"CH";3;"CH02";"CH0";"Solothurn";371;275247;134,788026754152;
"CH024";"CH";3;"CH02";"CH0";"Neuchâtel";414;176496;234,566222463965;
"CH025";"CH";3;"CH02";"CH0";"Jura";103;73584;139,976081756904;
"CH031";"CH";3;"CH03";"CH0";"Basel-Stadt";297;195844;151,651314311391;
"CH032";"CH";3;"CH03";"CH0";"Basel-Landschaft";299;289468;103,292937388589;
"CH033";"CH";3;"CH03";"CH0";"Aargau";933;685845;136,036568029219;
"CH040";"CH";3;"CH04";"CH0";"Zürich";1785;1539275;115,963684201978;
"CH051";"CH";3;"CH05";"CH0";"Glarus";96;40590;236,511456023651;
"CH052";"CH";3;"CH05";"CH0";"Schaffhausen";126;82348;153,009180550833;
"CH053";"CH";3;"CH05";"CH0";"Appenzell Ausserrhoden";83;55445;149,697898818649;
"CH054";"CH";3;"CH05";"CH0";"Appenzell Innerrhoden";26;16128;161,210317460317;
"CH055";"CH";3;"CH05";"CH0";"St. Gallen";865;510734;169,364091679818;
"CH056";"CH";3;"CH05";"CH0";"Graubünden";246;199021;123,605046703614;
"CH057";"CH";3;"CH05";"CH0";"Thurgau";645;279547;230,730431734199;
"CH061";"CH";3;"CH06";"CH0";"Luzern";461;413120;111,589852827266;
"CH062";"CH";3;"CH06";"CH0";"Uri";70;36703;190,7201046236;
"CH063";"CH";3;"CH06";"CH0";"Schwyz";301;160480;187,562313060818;
"CH064";"CH";3;"CH06";"CH0";"Obwalden";58;37930;152,913261270762;
"CH065";"CH";3;"CH06";"CH0";"Nidwalden";36;43087;83,5518833987049;
"CH066";"CH";3;"CH06";"CH0";"Zug";143;127642;112,032089751022;
"CH070";"CH";3;"CH07";"CH0";"Ticino";959;351491;272,83771134965;
"CY000";"CY";3;"CY00";"CY0";"Kypros";1072;888005;120,72004099076;
"CZ010";"CZ";3;"CZ01";"CZ0";"Hlavní mesto Praha";3597;1324277;271,61991033598;
"CZ020";"CZ";3;"CZ02";"CZ0";"Stredoceský kraj";4295;1385141;310,076735870211;
"CZ031";"CZ";3;"CZ03";"CZ0";"Jihocecký kraj";2702;644083;419,511149960486;
"CZ032";"CZ";3;"CZ03";"CZ0";"Plzenský kraj";2444;589899;414,308212083764;
"CZ041";"CZ";3;"CZ04";"CZ0";"Karlovarský kraj";1655;294664;561,656666576168;
"CZ042";"CZ";3;"CZ04";"CZ0";"Ústecký kraj";3364;820965;409,761682897566;
"CZ051";"CZ";3;"CZ05";"CZ0";"Liberecký kraj";1577;443690;355,428339606482;
"CZ052";"CZ";3;"CZ05";"CZ0";"Královéhradecký kraj";2177;551647;394,636425105185;
"CZ053";"CZ";3;"CZ05";"CZ0";"Pardubický kraj";1904;522662;364,288966865776;
"CZ063";"CZ";3;"CZ06";"CZ0";"Kraj Vysocina";1754;509813;344,047719457919;
"CZ064";"CZ";3;"CZ06";"CZ0";"Jihomoravský kraj";4924;1191989;413,091060404081;
"CZ071";"CZ";3;"CZ07";"CZ0";"Olomoucký kraj";2440;632015;386,066786389564;
"CZ072";"CZ";3;"CZ07";"CZ0";"Zlínský kraj";2293;582555;393,610903691497;
"CZ080";"CZ";3;"CZ08";"CZ0";"Moravskoslezský kraj";5186;1200539;431,972638956335;
"DE111";"DE";3;"DE11";"DE1";"Stuttgart, Stadtkreis";689;635911;108,348495308306;
"DE112";"DE";3;"DE11";"DE1";"Böblingen";474;392807;120,669947327823;
"DE113";"DE";3;"DE11";"DE1";"Esslingen";813;535024;151,95580011364;
"DE114";"DE";3;"DE11";"DE1";"Göppingen";393;258145;152,240020143718;
"DE115";"DE";3;"DE11";"DE1";"Ludwigsburg";716;545423;131,274258694628;
"DE116";"DE";3;"DE11";"DE1";"Rems-Murr-Kreis";607;427248;142,072051829383;
"DE117";"DE";3;"DE11";"DE1";"Heilbronn, Stadtkreis";265;126592;209,333923154702;
"DE118";"DE";3;"DE11";"DE1";"Heilbronn, Landkreis";344;344456;99,8676173444504;
"DE119";"DE";3;"DE11";"DE1";"Hohenlohekreis";179;112655;158,892192978563;
"DE11A";"DE";3;"DE11";"DE1";"Schwäbisch Hall";340;196761;172,79847124176;
"DE11B";"DE";3;"DE11";"DE1";"Main-Tauber-Kreis";201;132399;151,813835451929;
"DE11C";"DE";3;"DE11";"DE1";"Heidenheim";301;132777;226,695888595163;
"DE11D";"DE";3;"DE11";"DE1";"Ostalbkreis";591;314025;188,201576307619;
"DE121";"DE";3;"DE12";"DE1";"Baden-Baden, Stadtkreis";104;55185;188,457008244994;
"DE122";"DE";3;"DE12";"DE1";"Karlsruhe, Stadtkreis";362;312060;116,003332692431;
"DE123";"DE";3;"DE12";"DE1";"Karlsruhe, Landkreis";709;445101;159,289689306472;
"DE124";"DE";3;"DE12";"DE1";"Rastatt";372;231420;160,746694322012;
"DE125";"DE";3;"DE12";"DE1";"Heidelberg, Stadtkreis";124;161485;76,787317707527;
"DE126";"DE";3;"DE12";"DE1";"Mannheim, Stadtkreis";484;310658;155,798337721868;
"DE127";"DE";3;"DE12";"DE1";"Neckar-Odenwald-Kreis";216;143633;150,383268468945;
"DE128";"DE";3;"DE12";"DE1";"Rhein-Neckar-Kreis";694;548355;126,560348679231;
"DE129";"DE";3;"DE12";"DE1";"Pforzheim, Stadtkreis";327;125957;259,612407408878;
"DE12A";"DE";3;"DE12";"DE1";"Calw";286;159201;179,647112769392;
"DE12B";"DE";3;"DE12";"DE1";"Enzkreis";340;199556;170,378239692116;
"DE12C";"DE";3;"DE12";"DE1";"Freudenstadt";243;118243;205,508994189931;
"DE131";"DE";3;"DE13";"DE1";"Freiburg im Breisgau, Stadtkreis";265;231195;114,621856008997;
"DE132";"DE";3;"DE13";"DE1";"Breisgau-Hochschwarzwald";333;263601;126,327290108915;
"DE133";"DE";3;"DE13";"DE1";"Emmendingen";243;166408;146,026633334936;
"DE134";"DE";3;"DE13";"DE1";"Ortenaukreis";832;430953;193,060496156193;
"DE135";"DE";3;"DE13";"DE1";"Rottweil";280;139878;200,174437724303;
"DE136";"DE";3;"DE13";"DE1";"Schwarzwald-Baar-Kreis";366;212506;172,230431140768;
"DE137";"DE";3;"DE13";"DE1";"Tuttlingen";259;140766;183,993293835159;
"DE138";"DE";3;"DE13";"DE1";"Konstanz";431;286305;150,538761111402;
"DE139";"DE";3;"DE13";"DE1";"Lörrach";419;228736;183,180609960828;
"DE13A";"DE";3;"DE13";"DE1";"Waldshut";321;171003;187,716004982369;
"DE141";"DE";3;"DE14";"DE1";"Reutlingen";455;287034;158,517806252918;
"DE142";"DE";3;"DE14";"DE1";"Tübingen, Landkreis";251;228678;109,761323782786;
"DE143";"DE";3;"DE14";"DE1";"Zollernalbkreis";244;189363;128,853049434156;
"DE144";"DE";3;"DE14";"DE1";"Ulm, Stadtkreis";117;126790;92,2785708652102;
"DE145";"DE";3;"DE14";"DE1";"Alb-Donau-Kreis";243;197076;123,302685258479;
"DE146";"DE";3;"DE14";"DE1";"Biberach";289;201282;143,579654415199;
"DE147";"DE";3;"DE14";"DE1";"Bodenseekreis";337;217470;154,96390306709;
"DE148";"DE";3;"DE14";"DE1";"Ravensburg";224;285424;78,4797354111778;
"DE149";"DE";3;"DE14";"DE1";"Sigmaringen";172;130849;131,449227735787;
"DE211";"DE";3;"DE21";"DE2";"Ingolstadt, Kreisfreie Stadt";246;137392;179,0497263305;
"DE212";"DE";3;"DE21";"DE2";"München, Kreisfreie Stadt";2041;1484226;137,512750753591;
"DE213";"DE";3;"DE21";"DE2";"Rosenheim, Kreisfreie Stadt";126;63551;198,26595962298;
"DE214";"DE";3;"DE21";"DE2";"Altötting";337;111516;302,19878761792;
"DE215";"DE";3;"DE21";"DE2";"Berchtesgadener Land";187;105929;176,533338368152;
"DE216";"DE";3;"DE21";"DE2";"Bad Tölz-Wolfratshausen";181;127917;141,498002611068;
"DE217";"DE";3;"DE21";"DE2";"Dachau";239;154899;154,294088405994;
"DE218";"DE";3;"DE21";"DE2";"Ebersberg";285;143649;198,400267318255;
"DE219";"DE";3;"DE21";"DE2";"Eichstätt";140;132881;105,357425064531;
"DE21A";"DE";3;"DE21";"DE2";"Erding";194;138182;140,394552112431;
"DE21B";"DE";3;"DE21";"DE2";"Freising";221;180007;122,773003272095;
"DE21C";"DE";3;"DE21";"DE2";"Fürstenfeldbruck";227;219311;103,505980092198;
"DE21D";"DE";3;"DE21";"DE2";"Garmisch-Partenkirchen";149;88424;168,506287885642;
"DE21E";"DE";3;"DE21";"DE2";"Landsberg am Lech";122;120302;101,411447856229;
"DE21F";"DE";3;"DE21";"DE2";"Miesbach";188;100010;187,981201879812;
"DE21G";"DE";3;"DE21";"DE2";"Mühldorf am Inn";308;115872;265,810549571941;
"DE21H";"DE";3;"DE21";"DE2";"München, Landkreis";376;350473;107,283585326116;
"DE21I";"DE";3;"DE21";"DE2";"Neuburg-Schrobenhausen";150;97303;154,157631316609;
"DE21J";"DE";3;"DE21";"DE2";"Pfaffenhofen an der Ilm";235;128227;183,268734353919;
"DE21K";"DE";3;"DE21";"DE2";"Rosenheim, Landkreis";724;261330;277,044350055485;
"DE21L";"DE";3;"DE21";"DE2";"Starnberg";170;136667;124,38994051234;
"DE21M";"DE";3;"DE21";"DE2";"Traunstein";373;177319;210,355348270631;
"DE21N";"DE";3;"DE21";"DE2";"Weilheim-Schongau";194;135478;143,196681380003;
"DE221";"DE";3;"DE22";"DE2";"Landshut, Kreisfreie Stadt";178;73411;242,470474452058;
"DE222";"DE";3;"DE22";"DE2";"Passau, Kreisfreie Stadt";150;52803;284,074768479064;
"DE223";"DE";3;"DE22";"DE2";"Straubing, Kreisfreie Stadt";131;47791;274,110188110732;
"DE224";"DE";3;"DE22";"DE2";"Deggendorf";287;119478;240,211587070423;
"DE225";"DE";3;"DE22";"DE2";"Freyung-Grafenau";222;78362;283,300579362446;
"DE226";"DE";3;"DE22";"DE2";"Kelheim";159;123058;129,207365632466;
"DE227";"DE";3;"DE22";"DE2";"Landshut, Landkreis";309;159895;193,251821507864;
"DE228";"DE";3;"DE22";"DE2";"Passau, Landkreis";590;192656;306,245328461091;
"DE229";"DE";3;"DE22";"DE2";"Regen";261;77410;337,165740860354;
"DE22A";"DE";3;"DE22";"DE2";"Rottal-Inn";351;121502;288,884133594509;
"DE22B";"DE";3;"DE22";"DE2";"Straubing-Bogen";195;101120;192,840189873418;
"DE22C";"DE";3;"DE22";"DE2";"Dingolfing-Landau";235;96683;243,062379115253;
"DE231";"DE";3;"DE23";"DE2";"Amberg, Kreisfreie Stadt";63;42207;149,264340038382;
"DE232";"DE";3;"DE23";"DE2";"Regensburg, Kreisfreie Stadt";161;153094;105,164147517212;
"DE233";"DE";3;"DE23";"DE2";"Weiden in der Oberpfalz, Kreisfreie Stadt";121;42743;283,087289146761;
"DE234";"DE";3;"DE23";"DE2";"Amberg-Sulzbach";225;103049;218,342730157498;
"DE235";"DE";3;"DE23";"DE2";"Cham";274;127998;214,065844778825;
"DE236";"DE";3;"DE23";"DE2";"Neumarkt in der Oberpfalz";251;134573;186,515868710663;
"DE237";"DE";3;"DE23";"DE2";"Neustadt an der Waldnaab";247;94450;261,514028586554;
"DE238";"DE";3;"DE23";"DE2";"Regensburg, Landkreis";260;194070;133,972278044005;
"DE239";"DE";3;"DE23";"DE2";"Schwandorf";285;147872;192,734256654404;
"DE23A";"DE";3;"DE23";"DE2";"Tirschenreuth";311;72046;431,668656136357;
"DE241";"DE";3;"DE24";"DE2";"Bamberg, Kreisfreie Stadt";154;77373;199,035839375493;
"DE242";"DE";3;"DE24";"DE2";"Bayreuth, Kreisfreie Stadt";169;74783;225,987189601915;
"DE243";"DE";3;"DE24";"DE2";"Coburg, Kreisfreie Stadt";122;41072;297,03934553954;
"DE244";"DE";3;"DE24";"DE2";"Hof, Kreisfreie Stadt";168;45825;366,612111292962;
"DE245";"DE";3;"DE24";"DE2";"Bamberg, Landkreis";265;147163;180,072436685852;
"DE246";"DE";3;"DE24";"DE2";"Bayreuth, Landkreis";228;103664;219,941348973607;
"DE247";"DE";3;"DE24";"DE2";"Coburg, Landkreis";206;86747;237,472189239974;
"DE248";"DE";3;"DE24";"DE2";"Forchheim";194;116203;166,949218178532;
"DE249";"DE";3;"DE24";"DE2";"Hof, Landkreis";257;94801;271,094186770182;
"DE24A";"DE";3;"DE24";"DE2";"Kronach";172;66743;257,704927857603;
"DE24B";"DE";3;"DE24";"DE2";"Kulmbach";163;71566;227,761786323114;
"DE24C";"DE";3;"DE24";"DE2";"Lichtenfels";168;66776;251,587396669462;
"DE24D";"DE";3;"DE24";"DE2";"Wunsiedel im Fichtelgebirge";268;72655;368,866561145138;
"DE251";"DE";3;"DE25";"DE2";"Ansbach, Kreisfreie Stadt";63;41798;150,724915067707;
"DE252";"DE";3;"DE25";"DE2";"Erlangen, Kreisfreie Stadt";134;112528;119,081473055595;
"DE253";"DE";3;"DE25";"DE2";"Fürth, Kreisfreie Stadt";308;128497;239,694311929461;
"DE254";"DE";3;"DE25";"DE2";"Nürnberg, Kreisfreie Stadt";1237;518370;238,632636919575;
"DE255";"DE";3;"DE25";"DE2";"Schwabach, Kreisfreie Stadt";139;40981;339,181571947976;
"DE256";"DE";3;"DE25";"DE2";"Ansbach, Landkreis";261;184591;141,393675748005;
"DE257";"DE";3;"DE25";"DE2";"Erlangen-Höchstadt";182;137262;132,593143040317;
"DE258";"DE";3;"DE25";"DE2";"Fürth, Landkreis";285;117853;241,826682392472;
"DE259";"DE";3;"DE25";"DE2";"Nürnberger Land";324;170792;189,704435804956;
"DE25A";"DE";3;"DE25";"DE2";"Neustadt an der Aisch-Bad Windsheim";157;101014;155,424000633576;
"DE25B";"DE";3;"DE25";"DE2";"Roth";251;126749;198,02917577259;
"DE25C";"DE";3;"DE25";"DE2";"Weißenburg-Gunzenhausen";175;94734;184,727764055144;
"DE261";"DE";3;"DE26";"DE2";"Aschaffenburg, Kreisfreie Stadt";174;71002;245,063519337484;
"DE262";"DE";3;"DE26";"DE2";"Schweinfurt, Kreisfreie Stadt";158;53426;295,736158424737;
"DE263";"DE";3;"DE26";"DE2";"Würzburg, Kreisfreie Stadt";197;127934;153,985648850188;
"DE264";"DE";3;"DE26";"DE2";"Aschaffenburg, Landkreis";299;174200;171,641791044776;
"DE265";"DE";3;"DE26";"DE2";"Bad Kissingen";200;103235;193,732745677338;
"DE266";"DE";3;"DE26";"DE2";"Rhön-Grabfeld";160;79635;200,916682363282;
"DE267";"DE";3;"DE26";"DE2";"Haßberge";151;84384;178,943875616231;
"DE268";"DE";3;"DE26";"DE2";"Kitzingen";144;91155;157,972683890077;
"DE269";"DE";3;"DE26";"DE2";"Miltenberg";215;128743;166,99937083958;
"DE26A";"DE";3;"DE26";"DE2";"Main-Spessart";252;126158;199,74952044262;
"DE26B";"DE";3;"DE26";"DE2";"Schweinfurt, Landkreis";225;115445;194,898003378232;
"DE26C";"DE";3;"DE26";"DE2";"Würzburg, Landkreis";151;162302;93,0364382447536;
"DE271";"DE";3;"DE27";"DE2";"Augsburg, Kreisfreie Stadt";658;296582;221,861070462806;
"DE272";"DE";3;"DE27";"DE2";"Kaufbeuren, Kreisfreie Stadt";113;44398;254,515969187801;
"DE273";"DE";3;"DE27";"DE2";"Kempten (Allgäu), Kreisfreie Stadt";99;69151;143,164957845873;
"DE274";"DE";3;"DE27";"DE2";"Memmingen, Kreisfreie Stadt";37;44100;83,9002267573696;
"DE275";"DE";3;"DE27";"DE2";"Aichach-Friedberg";166;134655;123,278006758011;
"DE276";"DE";3;"DE27";"DE2";"Augsburg, Landkreis";420;253468;165,70139031357;
"DE277";"DE";3;"DE27";"DE2";"Dillingen an der Donau";214;96562;221,619270520495;
"DE278";"DE";3;"DE27";"DE2";"Günzburg";207;127027;162,957481480315;
"DE279";"DE";3;"DE27";"DE2";"Neu-Ulm";271;175204;154,676833862241;
"DE27A";"DE";3;"DE27";"DE2";"Lindau (Bodensee)";107;81981;130,518046864517;
"DE27B";"DE";3;"DE27";"DE2";"Ostallgäu";266;141182;188,409287302914;
"DE27C";"DE";3;"DE27";"DE2";"Unterallgäu";251;145341;172,697311839054;
"DE27D";"DE";3;"DE27";"DE2";"Donau-Ries";254;133783;189,859698167929;
"DE27E";"DE";3;"DE27";"DE2";"Oberallgäu";182;156008;116,660684067484;
"DE300";"DE";3;"DE30";"DE3";"Berlin";4638;3669491;126,39355158522;
"DE401";"DE";3;"DE40";"DE4";"Brandenburg an der Havel, Kreisfreie Stadt";164;72184;227,197162806162;
"DE402";"DE";3;"DE40";"DE4";"Cottbus, Kreisfreie Stadt";312;99678;313,007885390959;
"DE403";"DE";3;"DE40";"DE4";"Frankfurt (Oder), Kreisfreie Stadt";196;57751;339,388062544372;
"DE404";"DE";3;"DE40";"DE4";"Potsdam, Kreisfreie Stadt";275;180334;152,494815176284;
"DE405";"DE";3;"DE40";"DE4";"Barnim";351;185244;189,479821208784;
"DE406";"DE";3;"DE40";"DE4";"Dahme-Spreewald";403;170791;235,960911289236;
"DE407";"DE";3;"DE40";"DE4";"Elbe-Elster";397;101827;389,876948157168;
"DE408";"DE";3;"DE40";"DE4";"Havelland";275;162996;168,715796706668;
"DE409";"DE";3;"DE40";"DE4";"Märkisch-Oderland";389;195751;198,721845609984;
"DE40A";"DE";3;"DE40";"DE4";"Oberhavel";414;212914;194,444705374001;
"DE40B";"DE";3;"DE40";"DE4";"Oberspreewald-Lausitz";384;109371;351,09855446142;
"DE40C";"DE";3;"DE40";"DE4";"Oder-Spree";476;178803;266,214772682785;
"DE40D";"DE";3;"DE40";"DE4";"Ostprignitz-Ruppin";213;98861;215,454021302637;
"DE40E";"DE";3;"DE40";"DE4";"Potsdam-Mittelmark";290;216566;133,908369734861;
"DE40F";"DE";3;"DE40";"DE4";"Prignitz";240;76158;315,13432600646;
"DE40G";"DE";3;"DE40";"DE4";"Spree-Neiße";328;113720;288,427717200141;
"DE40H";"DE";3;"DE40";"DE4";"Teltow-Fläming";344;169997;202,356512173744;
"DE40I";"DE";3;"DE40";"DE4";"Uckermark";255;118947;214,381194986002;
"DE501";"DE";3;"DE50";"DE5";"Bremen, Kreisfreie Stadt";599;567559;105,53968838482;
"DE502";"DE";3;"DE50";"DE5";"Bremerhaven, Kreisfreie Stadt";186;113643;163,670441646208;
"DE600";"DE";3;"DE60";"DE6";"Hamburg";2711;1847253;146,758457016987;
"DE711";"DE";3;"DE71";"DE7";"Darmstadt, Kreisfreie Stadt";211;159878;131,975631418957;
"DE712";"DE";3;"DE71";"DE7";"Frankfurt am Main, Kreisfreie Stadt";1275;763380;167,02035683408;
"DE713";"DE";3;"DE71";"DE7";"Offenbach am Main, Kreisfreie Stadt";274;130280;210,316241940436;
"DE714";"DE";3;"DE71";"DE7";"Wiesbaden, Kreisfreie Stadt";434;278474;155,849379116183;
"DE715";"DE";3;"DE71";"DE7";"Bergstraße";478;270340;176,814381889472;
"DE716";"DE";3;"DE71";"DE7";"Darmstadt-Dieburg";446;297844;149,742818388149;
"DE717";"DE";3;"DE71";"DE7";"Groß-Gerau";375;275726;136,004584261187;
"DE718";"DE";3;"DE71";"DE7";"Hochtaunuskreis";270;236914;113,96540516812;
"DE719";"DE";3;"DE71";"DE7";"Main-Kinzig-Kreis";899;420552;213,766668568929;
"DE71A";"DE";3;"DE71";"DE7";"Main-Taunus-Kreis";300;238558;125,75558145189;
"DE71B";"DE";3;"DE71";"DE7";"Odenwaldkreis";227;96703;234,739356586662;
"DE71C";"DE";3;"DE71";"DE7";"Offenbach, Landkreis";774;355813;217,529994688221;
"DE71D";"DE";3;"DE71";"DE7";"Rheingau-Taunus-Kreis";220;187160;117,546484291515;
"DE71E";"DE";3;"DE71";"DE7";"Wetteraukreis";668;308339;216,644667070984;
"DE721";"DE";3;"DE72";"DE7";"Gießen, Landkreis";414;270688;152,943610355834;
