"NUTS_ID";"CNTR_CODE";"NUTS_Level";"NUTS2_ID";"NUTS1_ID";"NUTS_Name";"C19deaths";"pop2020";"C19deaths_per100000";"annotation"
"ES612";"ES";3;"ES61";"ES6";"Cádiz";1805;1254728;143,855879521299;
"ES613";"ES";3;"ES61";"ES6";"Córdoba";1403;784292;178,887455182508;
"ES614";"ES";3;"ES61";"ES6";"Granada";2098;925160;226,771585455489;
"ES615";"ES";3;"ES61";"ES6";"Huelva";500;528177;94,6652353283085;
"ES616";"ES";3;"ES61";"ES6";"Jaén";1373;629036;218,270496442175;
"ES617";"ES";3;"ES61";"ES6";"Málaga";2399;1683505;142,500319274371;
"ES618";"ES";3;"ES61";"ES6";"Sevilla";2941;1957520;150,241121418938;
"ES620";"ES";3;"ES62";"ES6";"Murcia";2356;1504869;156,558477847573;
"ES630";"ES";3;"ES63";"ES6";"Ceuta";158;84085;187,905096033775;
"ES640";"ES";3;"ES64";"ES6";"Melilla";155;84473;183,490582789767;
"ES701";"ES";3;"ES70";"ES7";"Las Palmas";757;1151178;65,7587271473221;
"ES702";"ES";3;"ES70";"ES7";"Santa Cruz de Tenerife";1029;1085814;94,7676121324647;
"FI";"FI";0;"FI";"FI";"Finnland";5012;5525292;90,7101380343338;
"FR101";"FR";3;"FR10";"FR1";"Paris";5986;2154092;277,889709446022;
"FR102";"FR";3;"FR10";"FR1";"Seine-et-Marne";2741;1426334;192,170978186035;
"FR103";"FR";3;"FR10";"FR1";"Yvelines";2407;1449520;166,054969921077;
"FR104";"FR";3;"FR10";"FR1";"Essonne";2484;1309566;189,681161545123;
"FR105";"FR";3;"FR10";"FR1";"Hauts-de-Seine";3423;1628798;210,154973176539;
"FR106";"FR";3;"FR10";"FR1";"Seine-Saint-Denis";3059;1657893;184,511304408668;
"FR107";"FR";3;"FR10";"FR1";"Val-de-Marne";3736;1411786;264,629341840761;
"FR108";"FR";3;"FR10";"FR1";"Val-d'Oise";2614;1253568;208,52478684842;
"FRB01";"FR";3;"FRB0";"FRB";"Cher";660;299153;220,622891964981;
"FRB02";"FR";3;"FRB0";"FRB";"Eure-et-Loir";725;429641;168,745534062159;
"FRB03";"FR";3;"FRB0";"FRB";"Indre";363;218129;166,415286367241;
"FRB04";"FR";3;"FRB0";"FRB";"Indre-et-Loire";689;608781;113,17698811231;
"FRB05";"FR";3;"FRB0";"FRB";"Loir-et-Cher";478;327835;145,805054371864;
"FRB06";"FR";3;"FRB0";"FRB";"Loiret";918;682187;134,567208111559;
"FRC11";"FR";3;"FRC1";"FRC";"Côte-d'Or";1233;532576;231,516253079373;
"FRC12";"FR";3;"FRC1";"FRC";"Nièvre";438;201755;217,094991450026;
"FRC13";"FR";3;"FRC1";"FRC";"Saône-et-Loire";1407;549364;256,11434313133;
"FRC14";"FR";3;"FRC1";"FRC";"Yonne";872;334626;260,589434174272;
"FRC21";"FR";3;"FRC2";"FRC";"Doubs";697;542997;128,361666823205;
"FRC22";"FR";3;"FRC2";"FRC";"Jura";642;258766;248,100600542575;
"FRC23";"FR";3;"FRC2";"FRC";"Haute-Saône";375;234567;159,869035286293;
"FRC24";"FR";3;"FRC2";"FRC";"Territoire de Belfort";850;139866;607,724536341927;
"FRD11";"FR";3;"FRD1";"FRD";"Calvados";885;693310;127,648526633108;
"FRD12";"FR";3;"FRD1";"FRD";"Manche";637;492896;129,236187755632;
"FRD13";"FR";3;"FRD1";"FRD";"Orne";540;277400;194,664744051911;
"FRD21";"FR";3;"FRD2";"FRD";"Eure";686;596993;114,909220041106;
"FRD22";"FR";3;"FRD2";"FRD";"Seine-Maritime";2172;1252833;173,367080847966;
"FRE11";"FR";3;"FRE1";"FRE";"Nord";5244;2601802;201,552616225216;
"FRE12";"FR";3;"FRE1";"FRE";"Pas-de-Calais";2474;1459364;169,525903064623;
"FRE21";"FR";3;"FRE2";"FRE";"Aisne";1454;528471;275,133356418801;
"FRE22";"FR";3;"FRE2";"FRE";"Oise";1834;829408;221,121571048266;
"FRE23";"FR";3;"FRE2";"FRE";"Somme";1153;568750;202,725274725275;
"FRF11";"FR";3;"FRF1";"FRF";"Bas-Rhin";2262;1143364;197,837259175556;
"FRF12";"FR";3;"FRF1";"FRF";"Haut-Rhin";2047;765130;267,536235672369;
"FRF21";"FR";3;"FRF2";"FRF";"Ardennes";485;267496;181,311122409307;
"FRF22";"FR";3;"FRF2";"FRF";"Aube";575;310161;185,387589026344;
"FRF23";"FR";3;"FRF2";"FRF";"Marne";1201;563834;213,005955653614;
"FRF24";"FR";3;"FRF2";"FRF";"Haute-Marne";485;170339;284,726339828225;
"FRF31";"FR";3;"FRF3";"FRF";"Meurthe-et-Moselle";1549;731533;211,747111886955;
"FRF32";"FR";3;"FRF3";"FRF";"Meuse";467;181387;257,460567736387;
"FRF33";"FR";3;"FRF3";"FRF";"Moselle";3024;1041009;290,487402126206;
"FRF34";"FR";3;"FRF3";"FRF";"Vosges";1074;361749;296,890938191951;
"FRG01";"FR";3;"FRG0";"FRG";"Loire-Atlantique";1273;1442940;88,2226565207147;
"FRG02";"FR";3;"FRG0";"FRG";"Maine-et-Loire";1090;818345;133,195657088392;
"FRG03";"FR";3;"FRG0";"FRG";"Mayenne";378;306123;123,4797777364;
"FRG04";"FR";3;"FRG0";"FRG";"Sarthe";828;563536;146,929388716959;
"FRG05";"FR";3;"FRG0";"FRG";"Vendée";490;687477;71,2751117491931;
"FRH01";"FR";3;"FRH0";"FRH";"Côtes-d'Armor";444;599271;74,0900193735389;
"FRH02";"FR";3;"FRH0";"FRH";"Finistère";607;913187;66,4705038507995;
"FRH03";"FR";3;"FRH0";"FRH";"Ille-et-Vilaine";1129;1085753;103,983134285606;
"FRH04";"FR";3;"FRH0";"FRH";"Morbihan";704;760313;92,593445068018;
"FRI11";"FR";3;"FRI1";"FRI";"Dordogne";435;411528;105,703621624774;
"FRI12";"FR";3;"FRI1";"FRI";"Gironde";1765;1636085;107,879480589334;
"FRI13";"FR";3;"FRI1";"FRI";"Landes";386;414728;93,0730502883818;
"FRI14";"FR";3;"FRI1";"FRI";"Lot-et-Garonne";375;330756;113,376628088379;
"FRI15";"FR";3;"FRI1";"FRI";"Pyrénées-Atlantiques";784;685441;114,378918097984;
"FRI21";"FR";3;"FRI2";"FRI";"Corrèze";361;239470;150,749571971437;
"FRI22";"FR";3;"FRI2";"FRI";"Creuse";155;115555;134,135260265674;
"FRI23";"FR";3;"FRI2";"FRI";"Haute-Vienne";453;371228;122,027433275507;
"FRI31";"FR";3;"FRI3";"FRI";"Charente";289;349878;82,6002206483403;
"FRI32";"FR";3;"FRI3";"FRI";"Charente-Maritime";649;650757;99,7300067459897;
"FRI33";"FR";3;"FRI3";"FRI";"Deux-Sèvres";409;374608;109,180796993123;
"FRI34";"FR";3;"FRI3";"FRI";"Vienne";436;438390;99,4548233308242;
"FRJ11";"FR";3;"FRJ1";"FRJ";"Aude";597;376059;158,75168524088;
"FRJ12";"FR";3;"FRJ1";"FRJ";"Gard";1092;749136;145,767924649196;
"FRJ13";"FR";3;"FRJ1";"FRJ";"Hérault";1664;1184031;140,536860943675;
"FRJ14";"FR";3;"FRJ1";"FRJ";"Lozère";154;76573;201,115275619344;
"FRJ15";"FR";3;"FRJ1";"FRJ";"Pyrénées-Orientales";711;478983;148,439506203769;
"FRJ21";"FR";3;"FRJ2";"FRJ";"Ariège";208;153113;135,847380692691;
"FRJ22";"FR";3;"FRJ2";"FRJ";"Aveyron";382;279334;136,753850229474;
"FRJ23";"FR";3;"FRJ2";"FRJ";"Haute-Garonne";1366;1409629;96,9049303043567;
"FRJ24";"FR";3;"FRJ2";"FRJ";"Gers";204;191322;106,62652491611;
"FRJ25";"FR";3;"FRJ2";"FRJ";"Lot";164;174146;94,173854122403;
"FRJ26";"FR";3;"FRJ2";"FRJ";"Hautes-Pyrénées";397;229205;173,207390763727;
"FRJ27";"FR";3;"FRJ2";"FRJ";"Tarn";580;389012;149,0956577175;
"FRJ28";"FR";3;"FRJ2";"FRJ";"Tarn-et-Garonne";351;261307;134,324759765334;
"FRK11";"FR";3;"FRK1";"FRK";"Allier";828;333847;248,017804563168;
"FRK12";"FR";3;"FRK1";"FRK";"Cantal";222;143821;154,35854291098;
"FRK13";"FR";3;"FRK1";"FRK";"Haute-Loire";380;227878;166,755895698576;
"FRK14";"FR";3;"FRK1";"FRK";"Puy-de-Dôme";1065;666274;159,844148203292;
"FRK21";"FR";3;"FRK2";"FRK";"Ain";782;657907;118,861784416338;
"FRK22";"FR";3;"FRK2";"FRK";"Ardèche";624;327740;190,39482516629;
"FRK23";"FR";3;"FRK2";"FRK";"Drôme";1128;520531;216,701791055672;
"FRK24";"FR";3;"FRK2";"FRK";"Isère";2417;1269323;190,416466100433;
"FRK25";"FR";3;"FRK2";"FRK";"Loire";1818;765546;237,477565032016;
"FRK26";"FR";3;"FRK2";"FRK";"Rhône";4185;1882578;222,301546071398;
"FRK27";"FR";3;"FRK2";"FRK";"Savoie";965;436834;220,90771322745;
"FRK28";"FR";3;"FRK2";"FRK";"Haute-Savoie";1417;831867;170,339729788536;
"FRL01";"FR";3;"FRL0";"FRL";"Alpes-de-Haute-Provence";359;165232;217,270262418902;
"FRL02";"FR";3;"FRL0";"FRL";"Hautes-Alpes";362;140349;257,928449793016;
"FRL03";"FR";3;"FRL0";"FRL";"Alpes-Maritimes";2391;1088178;219,725081742141;
"FRL04";"FR";3;"FRL0";"FRL";"Bouches-du-Rhône";5632;2044355;275,490313570784;
"FRL05";"FR";3;"FRL0";"FRL";"Var";2449;1079043;226,960371366109;
"FRL06";"FR";3;"FRL0";"FRL";"Vaucluse";1392;560425;248,382923673997;
"FRM01";"FR";3;"FRM0";"FRM";"Corse-du-Sud";217;161208;134,608704282666;
"FRM02";"FR";3;"FRM0";"FRM";"Haute-Corse";222;184659;120,221597647556;
"FRY10";"FR";3;"FRY1";"FRY";"Guadeloupe";1054;412682;255,402464851871;
"FRY20";"FR";3;"FRY2";"FRY";"Martinique";980;359821;272,357644495458;
"FRY30";"FR";3;"FRY3";"FRY";"Guyane";394;288086;136,764716091723;
"FRY40";"FR";3;"FRY4";"FRY";"La Réunion";830;856858;96,8655249761337;
"FRY50";"FR";3;"FRY5";"FRY";"Mayotte";162;278926;58,079920839219;
"HR031";"HR";3;"HR03";"HR0";"Primorsko-goranska zupanija";1016;281945;360,353969745872;
"HR032";"HR";3;"HR03";"HR0";"Licko-senjska zupanija";228;44346;514,13881748072;
"HR033";"HR";3;"HR03";"HR0";"Zadarska zupanija";476;168055;283,240605754069;
"HR034";"HR";3;"HR03";"HR0";"Sibensko-kninska zupanija";344;98899;347,829603939372;
"HR035";"HR";3;"HR03";"HR0";"Splitsko-dalmatinska zupanija";1322;448153;294,988541859588;
"HR036";"HR";3;"HR03";"HR0";"Istarska zupanija";453;209955;215,760520111453;
"HR037";"HR";3;"HR03";"HR0";"Dubrovacko-neretvanska zupanija";308;122449;251,533291411118;
"HR050";"HR";3;"HR04";"HR0";"Grad Zagreb (NUTS 2016)";4920;809235;607,981612263434;
"HR065";"HR";3;"HR04";"HR0";"Zagrebacka zupanija (NUTS 2016)";10;309611;3,22985940422013;
"HR064";"HR";3;"HR04";"HR0";"Krapinsko-zagorska zupanija (NUTS 2016)";592;124407;475,857467827373;
"HR062";"HR";3;"HR04";"HR0";"Varazdinska zupanija (NUTS 2016)";1020;165885;614,883805045664;
"HR063";"HR";3;"HR04";"HR0";"Koprivnicko-krizevacka zupanija (NUTS 2016)";502;105886;474,094781179759;
"HR061";"HR";3;"HR04";"HR0";"Medimurska zupanija (NUTS 2016)";351;109130;321,634747548795;
"HR021";"HR";3;"HR04";"HR0";"Bjelovarsko-bilogorska zupanija (NUTS 2016)";393;105554;372,321276313546;
"HR022";"HR";3;"HR04";"HR0";"Viroviticko-podravska zupanija (NUTS 2016)";263;72843;361,050478426204;
"HR023";"HR";3;"HR04";"HR0";"Pozesko-slavonska zupanija (NUTS 2016)";219;65614;333,770231962691;
"HR024";"HR";3;"HR04";"HR0";"Brodsko-posavska zupanija (NUTS 2016)";418;136429;306,386472084381;
"HR025";"HR";3;"HR04";"HR0";"Osjecko-baranjska zupanija (NUTS 2016)";1614;270877;595,842393411032;
"HR026";"HR";3;"HR04";"HR0";"Vukovarsko-srijemska zupanija (NUTS 2016)";456;149489;305,039166761434;
"HR027";"HR";3;"HR04";"HR0";"Karlovacka zupanija (NUTS 2016)";764;114804;665,482038953347;
"HR028";"HR";3;"HR04";"HR0";"Sisacko-moslavacka zupanija (NUTS 2016)";383;144599;264,870434788622;
"HU";"HU";0;"HU";"HU";"Ungarn";46736;9769526;478,385542962883;
"IE041";"IE";3;"IE04";"IE0";"Border";632;408887;154,565931418705;
"IE041";"IE";3;"IE04";"IE0";"Border";632;408887;154,565931418705;
"IE042";"IE";3;"IE04";"IE0";"West";642;468945;136,903048331894;
"IE042";"IE";3;"IE04";"IE0";"West";642;468945;136,903048331894;
"IE051";"IE";3;"IE05";"IE0";"Mid-West";704;488631;144,076000090048;
"IE051";"IE";3;"IE05";"IE0";"Mid-West";704;488631;144,076000090048;
"IE052";"IE";3;"IE05";"IE0";"South-East (IE)";623;439458;141,765538458738;
"IE052";"IE";3;"IE05";"IE0";"South-East (IE)";623;439458;141,765538458738;
"IE053";"IE";3;"IE05";"IE0";"South-West (IE)";816;712968;114,45113946208;
"IE053";"IE";3;"IE05";"IE0";"South-West (IE)";816;712968;114,45113946208;
"IE061";"IE";3;"IE06";"IE0";"Dublin";2495;1408815;177,099193293655;
"IE061";"IE";3;"IE06";"IE0";"Dublin";2495;1408815;177,099193293655;
"IE062";"IE";3;"IE06";"IE0";"Mid-East";1150;731935;157,11777685177;
"IE062";"IE";3;"IE06";"IE0";"Mid-East";1150;731935;157,11777685177;
"IE063";"IE";3;"IE06";"IE0";"Midland";407;304801;133,529745637317;
"IE063";"IE";3;"IE06";"IE0";"Midland";407;304801;133,529745637317;
"IS00";"IS";2;"IS00";"IS0";"Ísland";153;364134;42,0174990525466;
"ITC1";"IT";2;"ITC1";"ITC";"Piemonte";13464;4311217;312,301607643503;
"ITC2";"IT";2;"ITC2";"ITC";"Valle d'Aosta/Vallée d'Aoste";536;125034;428,683398115713;
"ITC3";"IT";2;"ITC3";"ITC";"Liguria";5349;1524826;350,794123395063;
"ITC4";"IT";2;"ITC4";"ITC";"Lombardia";40753;10027602;406,408231998039;
"ITF1";"IT";2;"ITF1";"ITF";"Abruzzo";3371;1293941;260,52192487911;
"ITF2";"IT";2;"ITF2";"ITF";"Molise";632;300516;210,304942166141;
"ITF3";"IT";2;"ITF3";"ITF";"Campania";10598;5712143;185,534570825695;
"ITF4";"IT";2;"ITF4";"ITF";"Puglia";8596;3953305;217,438320595046;
"ITF5";"IT";2;"ITF5";"ITF";"Basilicata";931;553254;168,2771385295;
"ITF6";"IT";2;"ITF6";"ITF";"Calabria";2656;1894110;140,224168606892;
"ITG1";"IT";2;"ITG1";"ITG";"Sicilia";11146;4875290;228,622297340261;
"ITG2";"IT";2;"ITG2";"ITG";"Sardegna";2501;1611621;155,185369264858;
"ITH1";"IT";2;"ITH1";"ITH";"Provincia Autonoma di Bolzano/Bozen";1485;532644;278,797846216235;
"ITH2";"IT";2;"ITH2";"ITH";"Provincia Autonoma di Trento";1567;545425;287,298895356832;
"ITH3";"IT";2;"ITH3";"ITH";"Veneto";14775;4879133;302,820193669654;
"ITH4";"IT";2;"ITH4";"ITH";"Friuli-Venezia Giulia";5149;1206216;426,87213567056;
"ITH5";"IT";2;"ITH5";"ITH";"Emilia-Romagna";17057;4464119;382,091068808874;
"ITI1";"IT";2;"ITI1";"ITI";"Toscana";10149;3692555;274,850340753218;
"ITI2";"IT";2;"ITI2";"ITI";"Umbria";1884;870165;216,510661771043;
"ITI3";"IT";2;"ITI3";"ITI";"Marche";3932;1512672;259,937382327431;
"ITI4";"IT";2;"ITI4";"ITI";"Lazio";11436;5755700;198,689994266553;
"LI000";"CH";3;"LI00";"LI0";"Liechtenstein";84;38747;216,79097736599;
"LT011";"LT";3;"LT01";"LT0";"Vilniaus apskritis";4969;820511;605,598218671048;
"LT021";"LT";3;"LT02";"LT0";"Alytaus apskritis";1001;134070;746,624897441635;
"LT022";"LT";3;"LT02";"LT0";"Kauno apskritis";3760;562841;668,039464076;
"LT023";"LT";3;"LT02";"LT0";"Klaipedos apskritis";2213;319958;691,653279492934;
"LT024";"LT";3;"LT02";"LT0";"Marijampoles apskritis";923;136671;675,344440298234;
"LT025";"LT";3;"LT02";"LT0";"Panevezio apskritis";1616;211189;765,191368868644;
"LT026";"LT";3;"LT02";"LT0";"Siauliu apskritis";2012;261452;769,5485213347;
"LT027";"LT";3;"LT02";"LT0";"Taurages apskritis";754;91822;821,153971815034;
"LT028";"LT";3;"LT02";"LT0";"Telsiu apskritis";899;130613;688,292895806696;
"LT029";"LT";3;"LT02";"LT0";"Utenos apskritis";884;124963;707,409393180381;
"LU000";"LU";3;"LU00";"LU0";"Luxemburg";1082;626108;172,813635986124;
"LV";"LV";0;"LV";"LV";"Lettland";5879;1907675;308,176183050048;
"MT00";"MT";2;"MT00";"MT0";"Malta";740;514564;143,811071120405;
"NL111";"NL";3;"NL11";"NL1";"Oost-Groningen";125;147193;84,9225166957668;
"NL112";"NL";3;"NL11";"NL1";"Delfzijl en omgeving";30;45857;65,4207645506684;
"NL113";"NL";3;"NL11";"NL1";"Overig Groningen";204;392816;51,9327114985133;
"NL124";"NL";3;"NL12";"NL1";"Noord-Friesland";326;326040;99,9877315666789;
"NL125";"NL";3;"NL12";"NL1";"Zuidwest-Friesland";152;136158;111,635012265163;
"NL126";"NL";3;"NL12";"NL1";"Zuidoost-Friesland";138;187759;73,4984741077658;
"NL131";"NL";3;"NL13";"NL1";"Noord-Drenthe";138;192369;71,7371302028913;
"NL132";"NL";3;"NL13";"NL1";"Zuidoost-Drenthe";164;167904;97,6748618258052;
"NL133";"NL";3;"NL13";"NL1";"Zuidwest-Drenthe";150;133409;112,436192460778;
"NL211";"NL";3;"NL21";"NL2";"Noord-Overijssel";429;374659;114,504122415316;
"NL212";"NL";3;"NL21";"NL2";"Zuidwest-Overijssel";171;156683;109,137557999272;
"NL213";"NL";3;"NL21";"NL2";"Twente";821;631064;130,097739690428;
"NL221";"NL";3;"NL22";"NL2";"Veluwe";1030;695500;148,094895758447;
"NL224";"NL";3;"NL22";"NL2";"Zuidwest-Gelderland";379;246565;153,712002920123;
"NL225";"NL";3;"NL22";"NL2";"Achterhoek";498;401193;124,129782922434;
"NL226";"NL";3;"NL22";"NL2";"Arnhem/Nijmegen";949;742694;127,778062028238;
"NL230";"NL";3;"NL23";"NL2";"Flevoland";333;423021;78,7194961952244;
"NL310";"NL";3;"NL31";"NL3";"Utrecht";1480;1319231;112,18656929681;
"NL321";"NL";3;"NL32";"NL3";"Kop van Noord-Holland";353;377769;93,4433476542543;
"NL323";"NL";3;"NL32";"NL3";"IJmond";250;199108;125,559997589248;
"NL324";"NL";3;"NL32";"NL3";"Agglomeratie Haarlem";353;237094;148,886095810101;
"NL325";"NL";3;"NL32";"NL3";"Zaanstreek";248;173064;143,299588591504;
"NL327";"NL";3;"NL32";"NL3";"Het Gooi en Vechtstreek";287;257075;111,640571817563;
"NL328";"NL";3;"NL32";"NL3";"Alkmaar en omgeving";234;248993;93,9785455816027;
"NL329";"NL";3;"NL32";"NL3";"Groot-Amsterdam";1652;1386424;119,155467591444;
"NL332";"NL";3;"NL33";"NL3";"Agglomeratie 's-Gravenhage";1143;883720;129,339609831168;
"NL333";"NL";3;"NL33";"NL3";"Delft en Westland";121;233311;51,862106801651;
"NL337";"NL";3;"NL33";"NL3";"Agglomeratie Leiden en Bollenstreek";340;430358;79,0039920252441;
"NL33A";"NL";3;"NL33";"NL3";"Zuidoost-Zuid-Holland";533;407573;130,77411899218;
"NL33B";"NL";3;"NL33";"NL3";"Oost-Zuid-Holland";485;334617;144,941829016458;
"NL33C";"NL";3;"NL33";"NL3";"Groot-Rijnmond";2539;1454720;174,535305763308;
"NL341";"NL";3;"NL34";"NL3";"Zeeuwsch-Vlaanderen";135;105192;128,336755646817;
"NL342";"NL";3;"NL34";"NL3";"Overig Zeeland";255;278296;91,629056831575;
"NL411";"NL";3;"NL41";"NL4";"West-Noord-Brabant";659;635904;103,631994766506;
"NL412";"NL";3;"NL41";"NL4";"Midden-Noord-Brabant";673;483183;139,28470165548;
"NL413";"NL";3;"NL41";"NL4";"Noordoost-Noord-Brabant";1156;663257;174,291413434008;
"NL414";"NL";3;"NL41";"NL4";"Zuidoost-Noord-Brabant";1212;780611;155,262992706995;
"NL421";"NL";3;"NL42";"NL4";"Noord-Limburg";515;282605;182,233152279684;
"NL422";"NL";3;"NL42";"NL4";"Midden-Limburg";407;237412;171,431941098175;
"NL423";"NL";3;"NL42";"NL4";"Zuid-Limburg";1242;597184;207,976101168149;
"NO - Ukjent fylke";"NO";3;"NO -";"NO";;14;;;
"NO020";"NO";3;"NO02";"NO0";"Innlandet";226;370603;60,9816973958657;"data for 2021"
"NO060";"NO";3;"NO06";"NO0";"Trøndelag";204;465136;43,8581404148464;
"NO071";"NO";3;"NO07";"NO0";"Nordland";120;242473;49,490046314435;
"NO074";"NO";3;"NO07";"NO0";"Troms og Finnmark";162;242168;66,8957087641637;"data for 2021"
"NO081";"NO";3;"NO08";"NO0";"Oslo";499;697010;71,5915123168965;"data for 2021"
"NO082";"NO";3;"NO08";"NO0";"Viken";875;1252384;69,8667501341442;"data for 2021"
"NO091";"NO";3;"NO09";"NO0";"Vestfold og Telemark";273;421882;64,7100374038238;"data for 2021"
"NO092";"NO";3;"NO09";"NO0";"Agder";161;308843;52,1300466580107;"data for 2021"
"NO0A1";"NO";3;"NO0A";"NO0";"Rogaland";176;482645;36,4657253260678;"data for 2021"
"NO0A2";"NO";3;"NO0A";"NO0";"Vestland";321;638821;50,2488177439377;"data for 2021"
"NO0A3";"NO";3;"NO0A";"NO0";"Møre og Romsdal";110;265544;41,4243967101497;"data for 2021"
"NO0B1";"NO";3;"NO0B";"NO0";;;;;
"NO0B2";"NO";3;"NO0B";"NO0";;;;;
"PL213";"PL";3;"PL21";"PL2";"Miasto Kraków";1864;775654;240,313335585197;
"PL214";"PL";3;"PL21";"PL2";"Krakowski";1441;729888;197,4275505283;
"PL217";"PL";3;"PL21";"PL2";"Tarnowski";985;451673;218,07812288979;
"PL218";"PL";3;"PL21";"PL2";"Nowosadecki";1285;534879;240,241250824953;
"PL219";"PL";3;"PL21";"PL2";"Nowotarski";769;335454;229,241565162437;
"PL21A";"PL";3;"PL21";"PL2";"Oswiecimski";1413;544408;259,547986069272;
"PL224";"PL";3;"PL22";"PL2";"Czestochowski";1453;508002;286,022495974425;
"PL225";"PL";3;"PL22";"PL2";"Bielski";1510;661494;228,271155898617;
"PL227";"PL";3;"PL22";"PL2";"Rybnicki";1826;621069;294,009200265993;
"PL228";"PL";3;"PL22";"PL2";"Bytomski";1008;429661;234,603559550436;
"PL229";"PL";3;"PL22";"PL2";"Gliwicki";1135;461221;246,085932774093;
"PL22A";"PL";3;"PL22";"PL2";"Katowicki";2167;729912;296,885103957737;
"PL22B";"PL";3;"PL22";"PL2";"Sosnowiecki";2027;670572;302,279248164254;
"PL22C";"PL";3;"PL22";"PL2";"Tyski";1058;393529;268,849309707798;
"PL411";"PL";3;"PL41";"PL4";"Pilski";1013;404761;250,271147664918;
"PL414";"PL";3;"PL41";"PL4";"Koninski";1752;651571;268,888578527896;
"PL415";"PL";3;"PL41";"PL4";"Miasto Poznan";1642;534756;307,05592831123;
"PL416";"PL";3;"PL41";"PL4";"Kaliski";1597;664975;240,15940448889;
"PL417";"PL";3;"PL41";"PL4";"Leszczynski";1509;554700;272,03893996755;
"PL418";"PL";3;"PL41";"PL4";"Poznanski";1653;668762;247,173134837207;
"PL424";"PL";3;"PL42";"PL4";"Miasto Szczecin";997;400748;248,784772475471;
"PL426";"PL";3;"PL42";"PL4";"Koszalinski";1004;349630;287,160712753482;
"PL427";"PL";3;"PL42";"PL4";"Szczecinecko-pyrzycki";1107;415052;266,713568420342;
"PL428";"PL";3;"PL42";"PL4";"Szczecinski";1177;506175;232,528275793945;
"PL431";"PL";3;"PL43";"PL4";"Gorzowski";1219;379827;320,935583831586;
"PL432";"PL";3;"PL43";"PL4";"Zielonogórski";1657;621584;266,577003269067;
"PL514";"PL";3;"PL51";"PL5";"Miasto Wroclaw";1135;641560;176,912525718561;
"PL515";"PL";3;"PL51";"PL5";"Jeleniogórski";1480;549282;269,442654228611;
"PL516";"PL";3;"PL51";"PL5";"Legnicko-Glogowski";1085;441445;245,783732967867;
"PL517";"PL";3;"PL51";"PL5";"Walbrzyski";1804;636689;283,3408461588;
"PL518";"PL";3;"PL51";"PL5";"Wroclawski";984;595833;165,146945536753;
"PL523";"PL";3;"PL52";"PL5";"Nyski";1044;361728;288,614649681529;
"PL524";"PL";3;"PL52";"PL5";"Opolski";1771;580505;305,079198284253;
"PL613";"PL";3;"PL61";"PL6";"Bydgosko-Torunski";2366;772834;306,14595113569;
"PL616";"PL";3;"PL61";"PL6";"Grudziadzki";1185;381815;310,359729188219;
"PL617";"PL";3;"PL61";"PL6";"Inowroclawski";1243;358014;347,193126525778;
"PL618";"PL";3;"PL61";"PL6";"Swiecki";601;185570;323,86700436493;
"PL619";"PL";3;"PL61";"PL6";"Wloclawski";1310;352743;371,375193838007;
"PL621";"PL";3;"PL62";"PL6";"Elblaski";1565;514630;304,101976177059;
"PL622";"PL";3;"PL62";"PL6";"Olsztynski";1826;604667;301,984398024036;
"PL623";"PL";3;"PL62";"PL6";"Elcki";839;279741;299,920283405007;
"PL633";"PL";3;"PL63";"PL6";"Trojmiejski";2021;749929;269,492178592907;
"PL634";"PL";3;"PL63";"PL6";"Gdanski";1300;590548;220,13451912461;
"PL636";"PL";3;"PL63";"PL6";"Slupski";878;328375;267,377236391321;
"PL637";"PL";3;"PL63";"PL6";"Chojnicki";553;222781;248,225836135038;
"PL638";"PL";3;"PL63";"PL6";"Starogardzki";1152;424502;271,376813301233;
"PL711";"PL";3;"PL71";"PL7";"Miasto Lódz";2238;680519;328,866644428738;
"PL712";"PL";3;"PL71";"PL7";"Lódzki";1113;386291;288,124755689364;
"PL713";"PL";3;"PL71";"PL7";"Piotrkowski";1876;578369;324,36039967564;
"PL714";"PL";3;"PL71";"PL7";"Sieradzki";1208;440654;274,137985811998;
"PL715";"PL";3;"PL71";"PL7";"Skierniewicki";908;356852;254,447221817448;
"PL721";"PL";3;"PL72";"PL7";"Kielecki";2316;749532;308,992811514385;
